aktiv;mtid_vf;mtid_vb;mtid_parent;vannforsyningssystem;behandlingsanlegg;kommunenr;kommune;funksjon;kunstig_infiltrasjon;siling;filtrering_membran;desinfeksjon_membran;avsalting;koagulering;flokkulering;flotasjon;sedimentering;ionebytte;filtrering_ozon;desinfeksjon_ozon;uv_bestraaling;klorering;kloramin;desinfeksjon_annen;lufting;fjerning_jern_mangan;fjerning_uorg_stoff;ph_just_korrosjonkontroll;avherding;dosering_andre_kjemikalier;andre_behandlingsmetoder;periode
ja;Z0705302239425891190OXPJF;Z1507101051198103170NEPOL;Z0705302239425901190XYDHI;Ryland Vassverk;Vannbehandlingsanlegg Kalvåg, Reserveanlegg;;;Reserveanlegg;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z1505211122528122025IGPJT;Z1505211122535502025ISMSP;Z1505211122531302025BGATO;Thoskogen - Vannforsyning;Vannbehandlingsanlegg For Thoskogen Nat- Og Gardsb.Hage Vannforsyning;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z1112091348244010148SIDLS;Z1505281435388343251OMCAO;Z1112091350063300148LQYPW;Kiby Vannverk;Renseanlegg (Uv-Rensing) No 1;5607;Vadsø;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z1112091348244010148SIDLS;Z1505281447385013251YWBSD;Z1112091350063300148LQYPW;Kiby Vannverk;Renseanlegg (Uv-Rensing) No 1;5607;Vadsø;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
ja;Z1508050855209232024DEDSS;Z1508050855210642024IQKPA;Z1508050855210182024TCOVN;Furuly Camping - Vannforsyning;Furuly Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
nei;Z1509111049563903252IGDCG;Z1509111110308903252FOSXG;Z1509111059178323252XGNPO;Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;nei;ja;nei;nei;
ja;Z1508201122376293251TEPWZ;Z1508242301294363252BPAZH;Z1508242258505663252NAJRI;Halset Vasslag Sa;Halset Vasslag Behandlingsanlegg;1566;Surnadal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2020
ja;Z1508291001165603185RWKRZ;Z1508291006483873185GIVUO;Z1508291004482993185BRQFU;Midtre Furåsen Vann- Og Avløpslag;Pumpehus 1;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
nei;Z1508291015168693185OBYUN;Z1508291019327093185YUBJH;Z1508291018355043185YGHGX;Øvre Furåsen Vannlag;Pumpehus 3;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2023
ja;Z1511041144368493251RHIMB;Z1511041154591643251LYIJH;Z1511041148575903251TEAMG;Vassforsyningssystem Olalia Fjellstove;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2020
nei;Z1511051303419283211CWNLO;Z1511051305518763211REUYB;Z1511051305152013211IHVCU;Hovda Fjellhotell - Vannforsyning;Uv-Anlegg Hovda Fjellhotell;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0805072258437461194SSQRQ;Z1511121546497733251AITZN;Z0805072258437481194YLPHL;Ullensaker Kommunale Vannverk;Hurdalssjøen Vannbehandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z1510161328393932025KOFOQ;Z1510161328401892025MEGOX;Z1510161328399912025YIAEC;Austvatn Vannverk;Austvatn Behandlingsanlegg;3414;Nord-Odal;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2023
ja;Z1507101026327582025XHLVS;Z1510191226236353251SIDXR;Z1507101026328612025DUZOW;Rauland Camping;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
nei;Z1505051244443453208CRRXP;Z1511111352418793209XDFSO;Z1505051246506263208POJXU;Sildhopen Private Vannverk;Sildhopen Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
nei;Z1510262055572733251RRGUK;Z1510262125505543251HYVJI;Z1510262102120183251JQCPW;Vannforsyningssystem;Sandfilter;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2016
ja;Z1405231433562533133YSAAP;Z1510251239327213252EIMUY;Z1405231436327523133DWVLP;Stordalen Hyttegrend Vassforsyning;Behandlingsanlegg;4602;Kinn;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0712172011072491189ZOMXA;Z1511131417289353252JZUDV;Z0805072303069501194PHOSF;Skulsfjord Vannverk Vann Og Avløp;Skulsfjord Vannverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2019
nei;Z1504171336424113199QHZBC;Z1511161237461503251JZPTB;Z1504171341283563199SZIAM;Maridalen Skole Vannforsyning;Behandlingsanlegg Maridalen Skole;0301;Oslo kommune;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2017
ja;Z1509241546110373251NHIQO;Z1509241601198673251GDOYV;Z1509241553354443251MOBWO;Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2021
nei;Z0705302301402481190TGCDP;Z1510261312231773252TUBBC;Z0911262100431231126FJXXP;Rinøy Vannverk;Dagens Kloranlegg;1851;Lødingen;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1510150828423972025FDIXI;Z1510150828426902025APGIU;Z1510150828424872025HYENZ;Bøler Gård, Nybøle Behandlingsinstit. Vannforsyning;Vannbehandlingsanlegg For Bøler Gård, Behandlingsinstit.;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712172011072491189ZOMXA;Z1511131408536483252PNPJE;Z0805072303069501194PHOSF;Skulsfjord Vannverk Vann Og Avløp;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301340383311189MAECA;Z1510261439293820388SRXEN;Z0704301340383321189NWUEZ;Soleggen Fjellstugu - Vannforsyning;Soleggen - Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
ja;Z0704301338011711189DCTHK;Z1510130823150443252SQPPM;Z0911262059383671126NDMMO;Tafjord Vasslag;Behandlingsanlegg;1578;Fjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302238498961189AXLCQ;Z1510131110043443252XUZFM;Z0911262059437301126IRYVI;Sunndal Vannverk;Behandlingsanlegg;1563;Sunndal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302301402481190TGCDP;Z1510261321003003252WBNYW;Z0911262100431231126FJXXP;Rinøy Vannverk;Planlagt Prosess.;1851;Lødingen;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;
ja;Z1510281404275073252BAHSZ;Z1510281410591533252AOJGP;Z1510281408252033252DYYNT;Nygard Vassverk As;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
ja;Z0805072300465581194LOZNJ;Z1509221648583673252SGCTW;Z1410290910425613252DHJKA;Risnes Vannverk;Risnes Vannbehandlingsanlegg;;;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;2025
nei;Z1510191229069352024RJQAM;Z1510191229071762024PCHTG;Z1510191229070162024XUSTW;Rakvåg Vassverk;Torsvikelva;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
ja;Z1510262055572733251RRGUK;Z1510262107019283251JCGBJ;Z1510262102120183251JQCPW;Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;2024
nei;Z1510262055572733251RRGUK;Z1510262119224933251AIMQS;Z1510262102120183251JQCPW;Vannforsyningssystem;Uv #1;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2016
ja;Z0709110929542531190WAQTA;Z1511181506382673252MDSLM;Z0805072302232701195WROCW;Meråker Vannverk;Brenna, Hernes;5034;Meråker;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z1511261428431132024TOHPR;Z1511261428432542024LSCKI;Z1511261428431772024UAIOI;Pyntaberget Vannforsyningssystem;Pyntaberget Behandlingsanlegg;3438;Sør-Fron;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
nei;Z1512211456570772024BNPEX;Z1512211456573862024SAFZC;Z1512211456572252024WOVBE;Løen Vannverk V/Ulla Opsahl;Løen Vannverk Behandlingsanleg;5512;Tjeldsund;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707170818536460160FWDQQ;Z1601141447138143251TFXSN;Z0807231343205090152RWUAE;Klevmosetra Vannforsyning;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
nei;Z1601071339417613251CTIID;Z1601071400573493251HSZEV;Z1601071351578953251WLQSP;Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1512031332455013252ZVWNL;Z1512031546249403252ITZOY;Z1512031525383483252JCURS;Vannforsyningssystem Jordøya;Behandlingsanlegg Jordøya;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1402251456409152025UWJCH;Z1512101404355443251WAKVR;Z1402251456411652025ZIHYX;Håøya -Vannforsyning;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;
nei;Z1512011128179172024HXFCD;Z1512011128181242024BONDD;Z1512011128180062024BZCAD;Fjordtun Oppvekstsenter Vassforsyning;Vannbehandlingsanlegg For Fjordtun Oppvekstsenter;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
