aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
ja;SA;970940170;Bindalseidet Vannverk Sa;973332244;Bindalseidet Vannverk Sa;1811;Bindal;Bindalseidet Vannverk Sa;Z0804301034251570175NETGV;Privat AS, BA, lag, stiftelse, statlig etc;181103;1811;Bindal;ERROR [MAT_EJBOrgUnit];tilsynet;2018-01-09;Bindalseidet, Røyvoll og Holm ;2025;219000.0;219000.0;0.0;70.0;2.0;ja;ja;nei;ja;ja;ja;nei;ja;ja;nei;400;500;150;20;75.0;5.0;0.0;5.0;10.0;0.0;5.0
ja;KOMM;941827195;Sør-Fron Kommune;974571374;Sør-Fron Kommune Tekniske Anlegg/Utearbeidere;3438;Sør-Fron;Gålå Vassverk (Pvg40);Z0805051021368800109ABEFX;Kommunal etat/enhet;50904;3438;Sør-Fron;ERROR [MAT_EJBOrgUnit];tilsynet;2023-06-20;Gålå;2025;113640.0;113640.0;0.0;100.0;365.0;ja;ja;nei;ja;nei;nei;nei;ja;nei;nei;50;2400;13;780;5.0;85.0;0.0;10.0;0.0;0.0;0.0
ja;STI;951675318;Stiftelsen Evangeliesenteret;974816369;Evangeliesenteret Rehabiliteringssenter Østerbo;3101;Halden;Østerbo, Evangeliesenterets Vannforsyningssystem;Z0805072258211411190MRWKL;Privat AS, BA, lag, stiftelse, statlig etc;10103;;;ERROR [MAT_EJBOrgUnit];tilsynet;2024-10-02;Østerbo Evangeliesenter Halden;2025;6442.0;6442.0;0.0;100.0;3.0;ja;ja;nei;ja;ja;ja;nei;ja;ja;nei;100;200;36;0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
nei;KOMM;920817521;Moss Kommune;974579111;Moss Kommune Plan, Miljø Og Teknikk;3103;Moss;Moss Kommunale Vannledningsnett;Z0805072258218511190OAYIL;Kommunal etat/enhet;10401;;;ERROR [MAT_EJBOrgUnit];tilsynet;2019-03-19;Moss kommune (transport: Våler og Vestby kommune);2018;0.0;3176335.0;3176335.0;32509.0;365.0;ja;ja;nei;ja;ja;ja;nei;ja;ja;nei;32509;33147;15420;78;67.4;0.1;7.0;0.0;0.0;2.4;23.1
ja;KOMM;940039541;Fredrikstad Kommune;888025162;Fredrikstad Kommune Teknisk Drift Avd Drift Av Vann;3107;Fredrikstad;Fredrikstad Kommunale Vannledningsnett;Z0805072258243431194OIFVQ;Kommunal etat/enhet;10601;3107;Fredrikstad;ERROR [MAT_EJBOrgUnit];tilsynet;2026-02-11;Fredrikstad;2025;13870099.0;13728757.0;13161083.0;100.0;365.0;ja;nei;ja;ja;ja;ja;ja;ja;ja;ja;86629;103511;40558;6606;43.0;2.0;25.0;0.0;0.0;6.0;24.0
nei;KOMM;920123899;Indre Østfold Kommune;974543958;Indre Østfold Kommune Vann Og Avløp;3118;Indre Østfold;Askim Vannverk;Z0805072258284771189OODIU;Kommunal etat/enhet;12401;3118;Indre Østfold;ERROR [MAT_EJBOrgUnit];tilsynet;2023-09-26;Askim/Skiptvet/Eidsberg;2023;2377109.0;2377109.0;0.0;100.0;3.0;ja;ja;ja;ja;ja;ja;ja;nei;ja;nei;17016;17016;5681;0;40.0;0.0;12.0;0.0;3.0;10.0;35.0
ja;KOMM;940802652;Råde Kommune;973593358;Råde Kommune Vannforsyningen;3112;Råde;Råde Kommunale Vannledningsnett;Z0805072258304391194JUPCF;Kommunal etat/enhet;13502;3112;Råde;ERROR [MAT_EJBOrgUnit];tilsynet;2021-11-12;Råde kommune;2025;0.0;678173.0;678173.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;7300;7300;2434;334;71.0;16.9;3.7;1.0;0.3;0.1;7.0
nei;BEDR;;;873593652;Moss Kommune Vannforsyning;3002;Moss - UTGÅTT KODE;Rygge Kommunale Vannledningsnett;Z0805072258306951194KOCJQ;Kommunal etat/enhet;13602;3103;Moss;ERROR [MAT_EJBOrgUnit];tilsynet;2019-03-28;Rygge;2018;0.0;1560866.0;1560866.0;15553.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;14044;14044;6800;550;58.0;5.0;7.0;1.0;1.0;8.0;20.0
ja;KOMM;943485437;Vestby Kommune;973594699;Vestby Kommune Kommunalteknikk;3216;Vestby;Vestby Kommune, Vannforsyningssystem;Z0805072258336011189DBVQQ;Kommunal etat/enhet;21104;3216;Vestby;ERROR [MAT_EJBOrgUnit];tilsynet;2026-02-04;Vestby;2025;0.0;1834125.0;1990304.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;14698;16859;6418;943;50.0;3.0;9.0;9.0;1.0;3.0;25.0
ja;FLI;;;879614392;Langebåt Vel;3214;Frogn;Langebåt Vels Vannverk;Z0805072258345891190XIFFV;Privat AS, BA, lag, stiftelse, statlig etc;21510;3218;Ås;ERROR [MAT_EJBOrgUnit];tilsynet;2023-07-07;Langbåt området;2025;6639.0;6639.0;0.0;0.0;0.0;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;300;0;174;;;;;;;
nei;KOMM;944383565;Nesodden Kommune;976664264;Nesodden Kommune Drift Vann Og Avløp;3212;Nesodden;Nesodden Kommunale Vannverk;Z0805072258350611190YGYGH;Kommunal etat/enhet;21603;3212;Nesodden;ERROR [MAT_EJBOrgUnit];tilsynet;2018-11-15;Nesodden kommune ;2018;721147.0;721147.0;311336.0;16000.0;365.0;ja;ja;ja;ja;ja;ja;ja;nei;nei;nei;16350;16000;6288;85;71.0;1.0;0.0;0.0;0.0;14.0;14.0
nei;KOMM;944383565;Nesodden Kommune;976664264;Nesodden Kommune Drift Vann Og Avløp;3212;Nesodden;Nedlagt Fagerstrand Vannverk/ Sameier I Og Ii;Z0805072258357931194JFSCU;;21606;3212;Nesodden;ERROR [MAT_EJBOrgUnit];tilsynet;;;2009;132777.0;132777.0;;;;ja;nei;nei;ja;;;nei;nei;;;320;320;98;0;;;;;;;
ja;KOMM;920125298;Asker Kommune;974579006;Asker Kommune Avløp;3203;Asker;Asker Vannverk;Z0805072258377841195RCLDM;Kommunal etat/enhet;22001;3203;Asker;ERROR [MAT_EJBOrgUnit];tilsynet;2021-10-25;Asker;2025;0.0;6648831.0;6648831.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;67808;68400;18550;592;38.0;0.0;2.0;7.0;2.0;4.0;47.0
ja;KOMM;948164256;Aurskog-Høland Kommune;974583968;Aurskog-Høland Kommune - Sektor For Samfunnsfunksjoner Og Næring;3226;Aurskog-Høland;Store Langsjø Kommunale Vannverk;Z0805072258393811195IVXXC;Kommunal etat/enhet;22109;3226;Aurskog-Høland;ERROR [MAT_EJBOrgUnit];tilsynet;2026-03-10;Aurskog-Høland kommune;2025;1740697.0;1784531.0;237174.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;14164;14164;6588;81;56.09;0.0;7.59;2.97;3.45;3.02;26.88
nei;BEDR;;;974573016;Sørum Kommune Renseanlegg;0226;Sørum - UTGÅTT KODE;Sørum Kommunale Vannverk;Z0805072258401511189VDGBN;Kommunalt foretak (KF);22612;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-12-09;Deler av Sørum kommune;2014;0.0;1048875.0;1066336.0;11500.0;90.0;ja;ja;ja;ja;ja;ja;nei;nei;ja;nei;13262;13303;4843;17;60.0;0.0;3.0;10.0;9.0;2.0;16.0
ja;KOMM;820710592;Lillestrøm Kommune;988086010;Lillestrøm Kommune Vann;3205;Lillestrøm;Lillestrøm Kommunale Vannforsyningssystem;Z0805072258423571194NESQN;Kommunal etat/enhet;23102;3205;Lillestrøm;ERROR [MAT_EJBOrgUnit];tilsynet;2026-05-05;Lillestrøm kommune (Fradrag Enebakkneset, private VV og grunnvannsbrønner);2025;0.0;8329761.0;8329761.0;86.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;89878;89878;39819;75;50.4;0.1;7.7;9.3;1.0;0.1;31.4
ja;KOMM;933649768;Ullensaker Kommune;873611952;Ullensaker Kommunale Vannverk;3209;Ullensaker;Ullensaker Kommunale Vannverk;Z0805072258437461194SSQRQ;Kommunal etat/enhet;23502;;;ERROR [MAT_EJBOrgUnit];tilsynet;2026-02-20;Ullensaker kommune, deler av Sørum og OSL;2025;5218984.0;5445972.0;403103.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;45801;80000;18818;101;42.0;1.0;17.0;7.0;3.0;3.0;27.0
ja;IKS;947293265;Hias Iks;973355015;Hias Iks;3413;Stange;Hias Vannverket;Z0805072258466981190BLNUG;Interkommunalt selskap (IKS);40001;3413;Stange;ERROR [MAT_EJBOrgUnit];tilsynet;2022-12-14;Hamar, Ringsaker, Løten, Stange kommune;2025;6304491.0;6304491.0;0.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;49893;62000;0;0;85.0;0.0;15.0;0.0;0.0;0.0;0.0
ja;BA;970170006;Hokåsen Vannverk A/L;993667927;Hokåsen Vannverk A/L;3401;Kongsvinger;Hokåsen Vannverk A/L;Z0805072258475721190LHNZS;Privat AS, BA, lag, stiftelse, statlig etc;40207;3401;Kongsvinger;ERROR [MAT_EJBOrgUnit];tilsynet;2024-09-05;Hokkåsen;2025;63525.0;63525.0;63525.0;90.0;14.0;ja;nei;ja;ja;nei;nei;nei;nei;ja;nei;910;910;353;0;90.0;2.0;0.0;0.0;0.0;0.0;8.0
nei;KOMM;964950679;Løten Kommune;976665996;Løten Kommune Teknisk Drift;3412;Løten;Budor Vannverk;Z0805072258526361189BXNKQ;Kommunal etat/enhet;41502;3412;Løten;ERROR [MAT_EJBOrgUnit];tilsynet;2022-06-23;Budor;2019;42000.0;38452.0;0.0;0.0;0.0;ja;ja;ja;nei;nei;nei;nei;nei;nei;nei;0;1356;0;339;;;;;;;
nei;SA;870031602;Morterud Vannverk Sa;973305247;Morterud Vannverk Sa;3414;Nord-Odal;Morterud Vannverk;Z0805072258532971190YWHPB;Privat AS, BA, lag, stiftelse, statlig etc;41804;3414;Nord-Odal;ERROR [MAT_EJBOrgUnit];tilsynet;2018-05-16;Grend i Nord-Odal kommune;2021;22630.0;22630.0;0.0;375.0;10.0;ja;ja;ja;ja;nei;nei;ja;nei;ja;nei;400;400;132;20;80.0;5.0;0.0;0.0;10.0;0.0;5.0
nei;KOMM;964947716;Sør-Odal Kommune;974602660;Sør-Odal Kommune Teknisk Avdeling;3415;Sør-Odal;Sør-Odal Kom. Vannverk;Z0805072258538891190YFMGO;;41909;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;2009;2057529.0;1072495.0;;;;ja;nei;nei;ja;;;ja;nei;;;14200;15200;2873;0;28.0;;25.0;1.0;3.0;;43.0
ja;SA;970032096;Kroksjøen Vannverk Sa;971852461;Kroksjøen Vannverk Sa;3416;Eidskog;Kroksjøen Vannverk;Z0805072258542321194IZBCV;Privat AS, BA, lag, stiftelse, statlig etc;42001;3416;Eidskog;ERROR [MAT_EJBOrgUnit];tilsynet;2025-09-08;Store deler av Magnor, Skotterud og Matrand i Eidskog kommune;2025;933221.0;933221.0;0.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;4895;4950;2060;80;40.0;1.0;10.0;5.0;2.0;2.0;40.0
nei;KOMM;964948054;Eidskog Kommune;876640082;Eidskog Kommune Teknisk Enhet;3416;Eidskog;Åbogen Vannverk;Z0805072258546881194QBRFE;Kommunal etat/enhet;42002;;;ERROR [MAT_EJBOrgUnit];tilsynet;2012-05-02;Åbogen;2013;11680.0;11680.0;0.0;;;nei;nei;ja;ja;;;nei;nei;;;130;130;55;0;90.0;0.0;1.0;1.0;5.0;2.0;1.0
nei;KOMM;964948054;Eidskog Kommune;876640082;Eidskog Kommune Teknisk Enhet;3416;Eidskog;Vestmarka Vannverk;Z0805072258550571194XRVAT;Kommunal etat/enhet;42003;;;ERROR [MAT_EJBOrgUnit];tilsynet;2012-05-02;;2013;5840.0;5840.0;100.0;500.0;365.0;ja;nei;ja;ja;nei;ja;nei;nei;ja;nei;83;100;41;0;95.0;0.0;0.0;1.0;3.0;;1.0
ja;KOMM;964948232;Åsnes Kommune;986235604;Åsnes Kommune Vannverket;3418;Åsnes;Åsnes Kommunale Vannverk;Z0805072258559761195YJYMN;Kommunal etat/enhet;42501;3418;Åsnes;ERROR [MAT_EJBOrgUnit];tilsynet;2022-04-07;Åsnes;2025;430091.0;430091.0;23040.0;100.0;365.0;ja;nei;nei;ja;ja;ja;ja;ja;ja;nei;5500;6400;1950;4;41.0;0.0;2.0;15.0;4.0;3.0;35.0
nei;BEDR;;;975065448;Skalbukilen Vannverk Sa;0425;Åsnes - UTGÅTT KODE;Skalbukilen Vannverk Sa;Z0805072258563911195BMPYL;Privat AS, BA, lag, stiftelse, statlig etc;42509;3418;Åsnes;ERROR [MAT_EJBOrgUnit];tilsynet;2014-09-29;"Grendene;Skalbukilen, Velta og Skansen";2015;173792.0;173792.0;0.0;;;ja;nei;nei;ja;nei;ja;nei;ja;ja;nei;643;750;335;32;71.0;3.0;;;25.0;;1.0
ja;KOMM;871034222;Våler Kommune;987874805;Våler Kommune Vannverket;3419;Våler (Hedm.);Braskereidfoss Vannverk;Z0805072258570031195DVNOH;Kommunal etat/enhet;42603;3419;Våler (Hedm.);ERROR [MAT_EJBOrgUnit];tilsynet;2022-04-28;Våler sentrum og Braskereidfoss;2025;312260.0;312260.0;562663.0;0.0;0.0;ja;ja;nei;ja;ja;ja;ja;ja;ja;nei;2280;2280;1200;25;30.0;1.0;7.0;3.0;7.0;14.0;38.0
ja;KOMM;940028515;Rendalen Kommune;974565242;Rendalen Kommune Var-Området;3424;Rendalen;Elvål Vannverk;Z0805072259022731195DPVOK;Kommunal etat/enhet;43201;3424;Rendalen;ERROR [MAT_EJBOrgUnit];tilsynet;2020-12-02;Elvål;2025;0.0;36420.0;36420.0;0.0;0.0;ja;nei;nei;ja;nei;nei;nei;nei;ja;nei;72;100;54;23;61.0;5.0;1.0;1.0;17.0;0.0;15.0
ja;KOMM;940028515;Rendalen Kommune;974565242;Rendalen Kommune Var-Området;3424;Rendalen;Finstad Vannverk;Z0805072259035571189ECUPT;Kommunal etat/enhet;43209;3424;Rendalen;ERROR [MAT_EJBOrgUnit];tilsynet;2022-08-11;Finstad;2025;15123.0;15123.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;75;120;26;8;53.0;5.0;0.0;0.0;25.0;0.0;17.0
ja;SA;;;979571607;Hornset Vannverk Sa;3424;Rendalen;Hornset Vannverk;Z0805072259039431190JJQDX;Privat AS, BA, lag, stiftelse, statlig etc;43212;3424;Rendalen;ERROR [MAT_EJBOrgUnit];tilsynet;2011-12-13;Deler av Hornset grend;2023;2044.0;2044.0;0.0;0.0;0.0;ja;nei;nei;ja;nei;nei;nei;nei;nei;nei;32;60;19;7;;;;;;;
ja;KOMM;964948976;Engerdal Kommune;976640624;Engerdal Kommune Plan/Næring/Teknikk;3425;Engerdal;Engerdal Vannverk;Z0805072259044751190WUEAW;Kommunal etat/enhet;43402;3425;Engerdal;ERROR [MAT_EJBOrgUnit];tilsynet;2021-05-27;Engerdal sentrum;2025;24478.0;24478.0;0.0;0.0;0.0;ja;nei;nei;ja;nei;ja;ja;ja;ja;nei;180;250;80;10;65.0;0.0;0.0;5.0;0.0;0.0;30.0
nei;FLI;;;983044077;Kvilten Grendelag;3425;Engerdal;Kvilten Grendelag;Z0805072259050041194ZHJUL;Privat AS, BA, lag, stiftelse, statlig etc;43408;3420;Elverum;ERROR [MAT_EJBOrgUnit];tilsynet;;;2014;9520.0;9520.0;;;;nei;ja;nei;ja;nei;nei;ja;nei;ja;nei;90;90;25;2;90.0;2.0;;;8.0;;
ja;SA;980085813;Helgesbekken Vannverk Sa;980633691;Helgesbakken Vannverk Ba;3426;Tolga;Helgesbekken Vannverk;Z0805072259066211194JXHEO;Privat AS, BA, lag, stiftelse, statlig etc;43607;;;ERROR [MAT_EJBOrgUnit];tilsynet;2022-11-14;Eid;2024;18500.0;9850.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;nei;nei;ja;ja;nei;33;55;17;2;;;;;;;
ja;SA;970234888;Fåset Vannverk Sa;973332090;Fåset Vannverk Sa;3427;Tynset;Fåset Vannverk A/L;Z0805072259068451195VQGHC;Privat AS, BA, lag, stiftelse, statlig etc;43702;3427;Tynset;ERROR [MAT_EJBOrgUnit];tilsynet;2009-12-07;Fåset,Tynset komune;2025;33500.0;25800.0;3069.0;100.0;365.0;ja;ja;ja;ja;nei;ja;nei;ja;ja;nei;250;250;89;3;67.0;3.0;2.0;8.0;20.0;0.0;0.0
ja;SA;981868900;Auma Vannverk Sa;999421881;Auma Vannverk Sa;3427;Tynset;Auma Vannverk Sa;Z0805072259089521189EKKKX;Privat AS, BA, lag, stiftelse, statlig etc;43712;3427;Tynset;ERROR [MAT_EJBOrgUnit];tilsynet;2013-12-05;"Auma; dekker deler av Alvdal og Tynset";2025;11821.0;11821.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;95;110;30;7;45.0;15.0;0.0;5.0;30.0;0.0;5.0
ja;KOMM;939984194;Alvdal Kommune;990796343;Alvdal Vannverk;3428;Alvdal;Alvdal Kommunale Vannverk;Z0805072259091511189TAMBX;Kommunal etat/enhet;43801;;;ERROR [MAT_EJBOrgUnit];tilsynet;2023-11-09;Alvdal;2025;476899.0;476899.0;0.0;5.0;365.0;ja;nei;nei;ja;ja;ja;ja;ja;ja;nei;1650;1650;678;15;30.0;1.0;45.0;10.0;10.0;0.0;4.0
ja;KOMM;939885684;Folldal Kommune;974563568;Folldal Kommune Enhet For Teknisk Drift;3429;Folldal;Folldal Vannverk;Z0805072259095671190GXRYL;Kommunal etat/enhet;43901;3429;Folldal;ERROR [MAT_EJBOrgUnit];tilsynet;2023-11-10;Folldal;2025;188392.0;188705.0;0.0;100.0;365.0;ja;nei;nei;ja;ja;ja;ja;ja;ja;nei;1240;2400;540;60;55.0;1.0;7.0;2.0;5.0;0.0;30.0
ja;SA;970549404;Grimsbu Vannverk Sa;982168376;Grimsbu Vannverk Sa;3429;Folldal;Grimsbu Vannverk A/L;Z0805072259097551190IUKDW;Privat AS, BA, lag, stiftelse, statlig etc;43902;3429;Folldal;ERROR [MAT_EJBOrgUnit];tilsynet;2023-11-10;GRIMSBU, fOLLDAL;2022;19000.0;19000.0;0.0;;;ja;ja;nei;ja;nei;nei;ja;ja;ja;nei;150;200;43;12;50.0;13.0;0.0;8.0;28.0;0.0;1.0
nei;BEDR;;;973306375;Dalen Vassverk A/L;0439;Folldal - UTGÅTT KODE;Dalen Vassverk A/L;Z0805072259098991190XNWUX;Privat AS, BA, lag, stiftelse, statlig etc;43905;3429;Folldal;ERROR [MAT_EJBOrgUnit];tilsynet;2013-11-06;;2013;44555.0;44555.0;;;;ja;ja;ja;ja;;;nei;ja;;;360;360;100;14;40.0;5.0;;;45.0;;10.0
nei;AS;976543661;Dalholen Hytteområde As;930425621;Dalholen Hytteområde As;3429;Folldal;Dalholen Hytteområde A/S;Z0805072259102211194YGDJE;Privat AS, BA, lag, stiftelse, statlig etc;43906;3429;Folldal;ERROR [MAT_EJBOrgUnit];tilsynet;2014-10-09;Dalholen;2016;4160.0;4160.0;0.0;;;ja;ja;ja;ja;nei;nei;nei;nei;nei;nei;5;130;2;43;;;;;;;
ja;SA;980080455;Midtdal Vannanlegg Sa;916409869;Midtdal Vannanlegg Sa;3430;Os;Midtdal Vannanlegg A/L;Z0805072259107221194IOGEN;Privat AS, BA, lag, stiftelse, statlig etc;44104;3430;Os;ERROR [MAT_EJBOrgUnit];tilsynet;2011-12-19;Midtdalen i Tufsingdalen;2024;6500.0;6500.0;0.0;100.0;100.0;ja;ja;ja;ja;nei;ja;nei;ja;ja;nei;43;43;24;7;;;;;;;
ja;KOMM;939617671;Sel Kommune;974562383;Plan, Areal Og Oppmåling I Sel Kommune;3437;Sel;Bjølstadmo Vassverk;Z0805072259187081189QEEDM;Kommunal etat/enhet;51702;3437;Sel;ERROR [MAT_EJBOrgUnit];tilsynet;2023-11-28;Bjølstadmo;2025;50910.0;50910.0;0.0;100.0;3.0;ja;nei;nei;ja;ja;ja;ja;nei;nei;nei;400;400;154;0;47.0;0.0;2.0;0.0;0.0;5.0;46.0
ja;KOMM;939617671;Sel Kommune;974562383;Plan, Areal Og Oppmåling I Sel Kommune;3437;Sel;Nord-Sel Vassverk;Z0805072259188991189PJQBU;Kommunal etat/enhet;51703;;;ERROR [MAT_EJBOrgUnit];tilsynet;2023-11-28;Sel;2024;0.0;0.0;64035.0;100.0;365.0;ja;nei;nei;ja;nei;ja;ja;ja;ja;nei;460;505;180;0;42.0;0.0;3.0;0.0;0.0;0.0;55.0
ja;KOMM;939617671;Sel Kommune;974562383;Plan, Areal Og Oppmåling I Sel Kommune;3437;Sel;Faukstad Vassverk;Z0805072259190031189RMDPX;Kommunal etat/enhet;51704;3437;Sel;ERROR [MAT_EJBOrgUnit];tilsynet;2023-11-28;Nedre Heidal;2025;7309.0;7309.0;0.0;100.0;365.0;nei;nei;nei;ja;nei;ja;nei;nei;ja;nei;100;150;40;0;67.0;0.0;0.0;3.0;0.0;1.0;29.0
nei;KOMM;941827195;Sør-Fron Kommune;974571374;Sør-Fron Kommune Tekniske Anlegg/Utearbeidere;3438;Sør-Fron;Gålå Vassverk Borgen (Utgått);Z0805072259198391190COBKI;Kommunal etat/enhet;51904;3438;Sør-Fron;ERROR [MAT_EJBOrgUnit];tilsynet;2010-08-12;Gålå;2013;8465.0;8465.0;;;;ja;ja;nei;ja;nei;nei;nei;ja;nei;nei;50;2400;13;530;5.0;75.0;;;;;20.0
nei;BEDR;;;991032630;Plan Og Byggesak  Administrasjon;0520;Ringebu - UTGÅTT KODE;Fåvang Vannverk;Z0805072259199871190ABXIW;;52002;3439;Ringebu;ERROR [MAT_EJBOrgUnit];tilsynet;;Fåvang tettsted med Kvitfjell;2009;240625.0;240625.0;0.0;;;ja;nei;ja;ja;ja;ja;nei;ja;ja;nei;980;9400;360;816;35.0;15.0;5.0;5.0;1.0;;39.0
nei;BEDR;;;991032630;Plan Og Byggesak  Administrasjon;0520;Ringebu - UTGÅTT KODE;Ringebu Vannverk;Z0805072259202951190VZMXB;;52005;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Forsyner tettstedet Ringebu;2009;271172.0;271172.0;0.0;;;ja;nei;ja;ja;ja;ja;ja;nei;ja;nei;1540;2195;570;0;29.0;0.0;20.0;10.0;1.0;;40.0
nei;BEDR;;;991032630;Plan Og Byggesak  Administrasjon;0520;Ringebu - UTGÅTT KODE;Venabygdsfjellet Vannverk;Z0805072259206241194YLUXD;;52008;;;ERROR [MAT_EJBOrgUnit];tilsynet;2008-08-21;;2009;21133.0;21133.0;;;;ja;nei;ja;ja;;;nei;ja;;;8;3730;3;421;;;;;;;
nei;BEDR;;;876641682;Øyer Kommune Driftsavdeling Administrasjon;0521;Øyer - UTGÅTT KODE;Tretten Vannverk;Z0805072259215631194QBNOJ;Kommunal etat/enhet;52103;;;ERROR [MAT_EJBOrgUnit];tilsynet;2015-06-11;Tretten sogn;2016;179665.0;179665.0;179.0;1166.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;800;1000;310;4;48.4;0.23;0.0;9.8;0.0;10.0;31.57
nei;BEDR;;;874595942;Gausdal Kommune Teknisk Etat;0522;Gausdal - UTGÅTT KODE;Skei Vannverk;Z0805072259231341195CTIMQ;Kommunal etat/enhet;52205;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-10-22;Skei;2017;209814.0;209814.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;ja;nei;ja;ja;nei;742;3183;265;872;10.0;60.0;0.0;15.0;0.0;0.0;15.0
ja;KOMM;971028300;Vestre Toten Kommune;976641973;Vestre Toten Kommune Vann- Og Kloakkvesen;3443;Vestre Toten;Skjelbreia Vannverk;Z0805072259238031189ZFBIY;Kommunal etat/enhet;52906;;;ERROR [MAT_EJBOrgUnit];tilsynet;2026-05-28;Raufoss, Reinsvoll, Bøverbru og Eina;2025;1299086.0;1309034.0;9948.0;100.0;90.0;ja;nei;ja;ja;ja;ja;ja;ja;ja;nei;11186;50000;5593;47;40.0;1.0;15.0;9.0;1.0;1.0;33.0
nei;KOMM;961382246;Vang Kommune;983772986;Vang Kommune Vassverk;3454;Vang;Tyinkrysset Vannverk;Z0805072259340581189ROBAM;;54505;3454;Vang;ERROR [MAT_EJBOrgUnit];tilsynet;;;2012;37976.0;37976.0;;;;ja;nei;nei;ja;;;nei;ja;;;37;500;15;320;;;;;;;
ja;IKS;971034637;Glitrevannverket Iks;979079265;Glitrevannverket Iks;3301;Drammen;Glitrevannverket Iks - Glitre (Landfall, Kleivdammen, Underlia);Z0805072259342201189VDJEA;Interkommunalt selskap (IKS);60001;;;ERROR [MAT_EJBOrgUnit];tilsynet;2025-10-15;Drammen, Lier, Asker(delvis), Frogn, Holmestrand (delvis);2025;14629576.0;0.0;0.0;100.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;145000;180000;0;0;0.0;0.0;0.0;0.0;0.0;93.0;7.0
nei;KOMM;921234554;Drammen Kommune;989963295;Vann Og Avløp Avd Forvaltning;3301;Drammen;Drammen Kom. Vannverk: Glitre Avd.;Z0805072259344921190HTFUV;Kommunal etat/enhet;60201;3301;Drammen;ERROR [MAT_EJBOrgUnit];tilsynet;2019-03-12;Drammen;2018;0.0;8354369.0;8354369.0;85000.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;68204;85000;31827;17;39.0;0.0;5.0;9.0;0.0;6.0;41.0
nei;KOMM;921234554;Drammen Kommune;989963295;Vann Og Avløp Avd Forvaltning;3301;Drammen;Drammen Kom. Vannverk: Røysjø Avd.;Z0805072259346131190XROMX;Kommunal etat/enhet;60203;3301;Drammen;ERROR [MAT_EJBOrgUnit];tilsynet;2016-04-28;Drammen sørøst;2015;0.0;2247758.0;2247758.0;19000.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;16287;19000;7500;7;35.0;0.0;6.0;1.0;1.0;3.0;54.0
ja;KOMM;964951640;Nesbyen Kommune;887842272;Nesbyen Kommune Teknisk Etat Administrasjon;3322;Nesbyen;Nesbyen Vannverk;Z0805072259389151190ETSIQ;Kommunal etat/enhet;61601;3322;Nesbyen;ERROR [MAT_EJBOrgUnit];tilsynet;2023-09-20;Nesbyen;2025;249260.0;249260.0;0.0;100.0;48.0;ja;ja;ja;ja;ja;ja;nei;ja;ja;nei;2205;3000;882;0;49.0;0.0;13.0;4.0;0.0;4.0;30.0
nei;KOMM;944889116;Hol Kommune;976667220;Hol Kommune Driftsavdelingen;3330;Hol;Hol Vannverk, Hol Kommune;Z0805072259407921194SJCSY;Kommunal etat/enhet;62003;3330;Hol;ERROR [MAT_EJBOrgUnit];tilsynet;2023-03-23;Hol tettstad;2023;55261.0;55261.0;0.0;0.0;0.0;ja;ja;nei;ja;ja;ja;ja;ja;ja;nei;701;1046;184;10;75.0;5.0;2.0;5.0;3.0;0.0;10.0
